출판사,학년도,학교급명,시도코드,시도명,시도교육청,지역,총판,시도교육청수식,교육첨오코드,교육청명,교육지원청,교육청명가공,교육지원청수식,학교코드,정보공시학교코드,학교명,학교명 수식,학교급,교육과정,교지명,도서코드,교과군,과목명,정가,부수,금액
씨마스,2026,고등학교,8,경기도,경기도교육청,경기도 수원시 팔달구,이상서적,경기도교육청,801,수원,경기도수원교육지원청,수원,경기도수원교육지원청,34,S090000812,창현고,창현고등학교,고등일반,2022,교과서,48527,교양,인간과 심리,16000,383,6128000
씨마스,2026,고등학교,8,경기도,경기도교육청,경기도 용인시 처인구,문정서적,경기도교육청,820,용인,경기도용인교육지원청,용인,경기도용인교육지원청,37,S090007439,처인고,처인고등학교,고등일반,2015,교과서,13082,사회(역사/도덕),사회문제 탐구,8500,158,1343000
씨마스,2026,고등학교,8,경기도,경기도교육청,경기도 용인시 처인구,문정서적,경기도교육청,820,용인,경기도용인교육지원청,용인,경기도용인교육지원청,37,S090007439,처인고,처인고등학교,고등일반,2015,지도서,13082,사회(역사/도덕),사회문제 탐구,105000,1,105000
씨마스,2026,고등학교,8,경기도,경기도교육청,경기도 용인시 처인구,문정서적,경기도교육청,820,용인,경기도용인교육지원청,용인,경기도용인교육지원청,37,S090007439,처인고,처인고등학교,고등일반,2015,교과서,13112,과학,생활과 과학,9800,156,1528800
씨마스,2026,고등학교,8,경기도,경기도교육청,경기도 용인시 처인구,문정서적,경기도교육청,820,용인,경기도용인교육지원청,용인,경기도용인교육지원청,37,S090007439,처인고,처인고등학교,고등일반,2015,지도서,13112,과학,생활과 과학,120000,1,120000
씨마스,2026,중학교,8,경기도,경기도교육청,경기도 의정부시,다독도서,경기도교육청,803,의정부,경기도의정부교육지원청,의정부,경기도의정부교육지원청,11,S090003651,천보중,천보중학교,중학교,2022,교과서,27167,체육,체육 ①,16000,299,4784000
씨마스,2026,중학교,8,경기도,경기도교육청,경기도 의정부시,다독도서,경기도교육청,803,의정부,경기도의정부교육지원청,의정부,경기도의정부교육지원청,11,S090003651,천보중,천보중학교,중학교,2022,교과서,27187,체육,체육 ②,16000,299,4784000
씨마스,2026,중학교,11,충청남도,충청남도교육청,충청남도 보령시,한내서적,충청남도교육청,1108,보령,충청남도보령교육지원청,보령,충청남도보령교육지원청,11,S120001063,천북중학교,천북중학교,중학교,2022,교과서,27246,미술,미술 ①,13000,9,117000
씨마스,2026,중학교,11,충청남도,충청남도교육청,충청남도 보령시,한내서적,충청남도교육청,1108,보령,충청남도보령교육지원청,보령,충청남도보령교육지원청,11,S120001063,천북중학교,천북중학교,중학교,2022,교과서,27266,미술,미술 ②,13000,9,117000
씨마스,2026,중학교,7,울산광역시,울산광역시교육청,울산광역시 울주군,세영서적,울산광역시교육청,702,울산강남,울산광역시강남교육지원청,강남,울산광역시강남교육지원청,25,S070000552,천상중,천상중학교,중학교,2022,교과서,27337,진로·보건,진로와 직업,12500,218,2725000
씨마스,2026,중학교,11,충청남도,충청남도교육청,충청남도 천안시 동남구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,22,S120000745,천성중학교,천성중학교,중학교,2022,교과서,27324,진로·보건,보건,15000,155,2325000
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 동남구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,14,S120000239,천안공업고등학교,천안공업고등학교,고등전문,2015,교과서,16105,기계,기계 제도,11760,65,764400
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 동남구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,14,S120000239,천안공업고등학교,천안공업고등학교,고등전문,2015,교과서,16443,전기·전자,자동화 설비,11000,58,638000
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 동남구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,14,S120000239,천안공업고등학교,천안공업고등학교,고등전문,2015,교과서,16465,전기·전자,전자 회로,9800,101,989800
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 동남구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,14,S120000239,천안공업고등학교,천안공업고등학교,고등일반,2022,교과서,48106,체육,체육 1,15000,296,4440000
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 동남구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,14,S120000239,천안공업고등학교,천안공업고등학교,고등일반,2022,교과서,48126,체육,체육 2,15000,296,4440000
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 동남구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,14,S120000239,천안공업고등학교,천안공업고등학교,고등일반,2022,교과서,48195,예술(미술),미술,14000,303,4242000
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 동남구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,14,S120000239,천안공업고등학교,천안공업고등학교,고등전문,2022,교과서,48872,전기·전자,전기 회로,18200,122,2220400
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 동남구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,14,S120000239,천안공업고등학교,천안공업고등학교,고등전문,2022,교과서,48891,전기·전자,디지털 논리 회로,16500,127,2095500
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 동남구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,14,S120000239,천안공업고등학교,천안공업고등학교,고등전문,2022,교과서,48912,정보·통신,정보 처리와 관리,17000,28,476000
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 서북구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,18,S120000237,천안상업고,천안상업고등학교,고등일반,2015,교과서,13157,체육,운동과 건강,8000,280,2240000
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 서북구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,18,S120000237,천안상업고,천안상업고등학교,고등전문,2015,교과서,15874,문화·예술·디자인·방송,컴퓨터 그래픽,10080,123,1239840
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 서북구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,18,S120000237,천안상업고,천안상업고등학교,고등전문,2022,교과서,48647,전문공통,디지털과 직업생활,17400,303,5272200
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 서북구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,18,S120000237,천안상업고,천안상업고등학교,고등전문,2022,교과서,48651,경영·금융,상업 경제,17000,303,5151000
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 서북구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,18,S120000237,천안상업고,천안상업고등학교,고등전문,2022,교과서,48661,경영·금융,사무 관리,17000,303,5151000
씨마스,2026,고등학교,16,제주특별자치도,제주특별자치도교육청,제주특별자치도 서귀포시,명문서적,제주특별자치도교육청,1603,서귀포,제주특별자치도서귀포시교육지원청,서귀포시,제주특별자치도서귀포시교육지원청,3,S170000122,대정고등학교,대정고등학교,고등전문,2022,지도서,48926,정보·통신,프로그래밍(Python),15500,1,15500
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 서북구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,20,S120002552,천안업성고,천안업성고등학교,고등일반,2015,교과서,13032,수학,경제 수학,9500,138,1311000
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 서북구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,20,S120002552,천안업성고,천안업성고등학교,고등일반,2015,교과서,13082,사회(역사/도덕),사회문제 탐구,8500,121,1028500
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 서북구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,20,S120002552,천안업성고,천안업성고등학교,고등일반,2015,교과서,13102,과학,과학사,9800,38,372400
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 서북구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,20,S120002552,천안업성고,천안업성고등학교,고등일반,2015,교과서,17436,정보,인공지능 기초,12100,30,363000
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 서북구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,20,S120002552,천안업성고,천안업성고등학교,고등일반,2015,교과서,17445,수학,인공지능 수학,9600,24,230400
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 서북구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,20,S120002552,천안업성고,천안업성고등학교,고등일반,2022,교과서,46355,사회(역사/도덕),현대사회와 윤리,13400,199,2666600
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 서북구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,20,S120002552,천안업성고,천안업성고등학교,고등일반,2022,지도서,46355,사회(역사/도덕),현대사회와 윤리,120000,3,360000
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 서북구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,20,S120002552,천안업성고,천안업성고등학교,고등일반,2022,교과서,47615,사회(역사/도덕),사회문제 탐구,16000,144,2304000
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 서북구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,20,S120002552,천안업성고,천안업성고등학교,고등일반,2022,교과서,48106,체육,체육 1,15000,373,5595000
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 서북구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,20,S120002552,천안업성고,천안업성고등학교,고등일반,2022,교과서,48126,체육,체육 2,15000,373,5595000
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 서북구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,20,S120002552,천안업성고,천안업성고등학교,고등일반,2022,교과서,48155,체육,스포츠 생활 1,15000,351,5265000
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 서북구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,20,S120002552,천안업성고,천안업성고등학교,고등일반,2022,교과서,48165,체육,스포츠 생활 2,15000,351,5265000
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 서북구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,20,S120002552,천안업성고,천안업성고등학교,고등일반,2022,교과서,48358,정보,정보,15500,371,5750500
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 서북구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,20,S120002552,천안업성고,천안업성고등학교,고등일반,2015,교과서,76201,교양,심리학,9700,233,2260100
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 서북구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,20,S120002552,천안업성고,천안업성고등학교,고등일반,2015,지도서,76201,교양,심리학,98000,1,98000
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 동남구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,16,S120000244,천안여자고등학교,천안여자고등학교,고등일반,2015,교과서,13022,수학,실용 수학,7500,126,945000
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 동남구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,16,S120000244,천안여자고등학교,천안여자고등학교,고등일반,2015,지도서,13022,수학,실용 수학,30000,3,90000
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 동남구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,16,S120000244,천안여자고등학교,천안여자고등학교,고등일반,2015,교과서,13032,수학,경제 수학,9500,28,266000
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 동남구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,16,S120000244,천안여자고등학교,천안여자고등학교,고등일반,2015,지도서,13032,수학,경제 수학,98000,3,294000
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 동남구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,16,S120000244,천안여자고등학교,천안여자고등학교,고등일반,2015,교과서,13102,과학,과학사,9800,75,735000
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 동남구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,16,S120000244,천안여자고등학교,천안여자고등학교,고등일반,2015,지도서,13102,과학,과학사,80000,1,80000
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 동남구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,16,S120000244,천안여자고등학교,천안여자고등학교,고등일반,2022,교과서,48106,체육,체육 1,15000,380,5700000
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 동남구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,16,S120000244,천안여자고등학교,천안여자고등학교,고등일반,2022,교과서,48126,체육,체육 2,15000,380,5700000
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 동남구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,16,S120000244,천안여자고등학교,천안여자고등학교,고등일반,2022,교과서,48358,정보,정보,15500,380,5890000
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 동남구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,16,S120000244,천안여자고등학교,천안여자고등학교,고등일반,2022,지도서,48358,정보,정보,105000,3,315000
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 동남구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,16,S120000244,천안여자고등학교,천안여자고등학교,고등일반,2022,교과서,48385,정보,데이터 과학,18000,41,738000
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 동남구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,16,S120000244,천안여자고등학교,천안여자고등학교,고등일반,2015,교과서,76201,교양,심리학,9700,306,2968200
씨마스,2026,고등학교,8,경기도,경기도교육청,경기도 부천시 원미구,부천교육,경기도교육청,805,부천,경기도부천교육지원청,부천,경기도부천교육지원청,4,S090000533,도당고,도당고등학교,고등전문,2022,교과서,48926,정보·통신,프로그래밍(Python),15500,34,527000
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 동남구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,15,S120000240,천안제일고,천안제일고등학교,고등전문,2022,교과서,48872,전기·전자,전기 회로,18200,25,455000
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 동남구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,12,S120000246,천안중앙고등학교,천안중앙고등학교,고등일반,2015,교과서,13112,과학,생활과 과학,9800,193,1891400
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 동남구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,12,S120000246,천안중앙고등학교,천안중앙고등학교,고등일반,2022,교과서,48195,예술(미술),미술,14000,432,6048000
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 동남구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,12,S120000246,천안중앙고등학교,천안중앙고등학교,고등일반,2022,교과서,48295,기술⋅가정,로봇과 공학세계,17000,52,884000
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 동남구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,12,S120000246,천안중앙고등학교,천안중앙고등학교,고등일반,2022,교과서,48358,정보,정보,15500,433,6711500
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 동남구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,12,S120000246,천안중앙고등학교,천안중앙고등학교,고등일반,2022,교과서,48385,정보,데이터 과학,18000,59,1062000
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 동남구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,12,S120000246,천안중앙고등학교,천안중앙고등학교,고등일반,2022,교과서,48476,한문,언어생활과 한자,15000,44,660000
씨마스,2026,중학교,11,충청남도,충청남도교육청,충청남도 천안시 동남구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,27,S120000755,천안중학교,천안중학교,중학교,2022,교과서,27156,정보,정보,15500,206,3193000
씨마스,2026,중학교,11,충청남도,충청남도교육청,충청남도 천안시 동남구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,27,S120000755,천안중학교,천안중학교,중학교,2022,지도서,27156,정보,정보,105000,1,105000
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 동남구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,21,S120002547,천안청수고등학교,천안청수고등학교,고등일반,2015,교과서,13032,수학,경제 수학,9500,308,2926000
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 동남구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,21,S120002547,천안청수고등학교,천안청수고등학교,고등일반,2015,교과서,13082,사회(역사/도덕),사회문제 탐구,8500,243,2065500
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 동남구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,21,S120002547,천안청수고등학교,천안청수고등학교,고등일반,2015,교과서,13112,과학,생활과 과학,9800,264,2587200
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 동남구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,21,S120002547,천안청수고등학교,천안청수고등학교,고등일반,2022,교과서,46355,사회(역사/도덕),현대사회와 윤리,13400,242,3242800
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 동남구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,21,S120002547,천안청수고등학교,천안청수고등학교,고등일반,2022,지도서,46355,사회(역사/도덕),현대사회와 윤리,120000,3,360000
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 동남구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,21,S120002547,천안청수고등학교,천안청수고등학교,고등일반,2022,교과서,47641,사회(역사/도덕),기후변화와 지속가능한 세계,16000,93,1488000
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 동남구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,21,S120002547,천안청수고등학교,천안청수고등학교,고등일반,2022,지도서,47641,사회(역사/도덕),기후변화와 지속가능한 세계,120000,2,240000
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 동남구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,21,S120002547,천안청수고등학교,천안청수고등학교,고등일반,2022,교과서,48358,정보,정보,15500,406,6293000
씨마스,2026,고등학교,11,충청남도,충청남도교육청,충청남도 천안시 동남구,천안서적,충청남도교육청,1101,천안,충청남도천안교육지원청,천안,충청남도천안교육지원청,21,S120002547,천안청수고등학교,천안청수고등학교,고등일반,2022,지도서,48358,정보,정보,105000,2,210000
씨마스,2026,고등학교,8,경기도,경기도교육청,경기도 수원시 장안구,이상서적,경기도교육청,801,수원,경기도수원교육지원청,수원,경기도수원교육지원청,35,S090004895,천천고,천천고등학교,고등일반,2015,교과서,13243,예술(미술),미술 감상과 비평,7500,64,480000
씨마스,2026,중학교,1,서울특별시,서울특별시교육청,서울특별시 강동구,한백도서,서울특별시교육청,108,서울강동송파,서울특별시강동송파교육지원청,강동송파,서울특별시강동송파교육지원청,37,S010000891,천호중학교,천호중학교,중학교,2022,교과서,27246,미술,미술 ①,13000,136,1768000
씨마스,2026,중학교,1,서울특별시,서울특별시교육청,서울특별시 강동구,한백도서,서울특별시교육청,108,서울강동송파,서울특별시강동송파교육지원청,강동송파,서울특별시강동송파교육지원청,37,S010000891,천호중학교,천호중학교,중학교,2022,교과서,27266,미술,미술 ②,13000,271,3523000
씨마스,2026,중학교,1,서울특별시,서울특별시교육청,서울특별시 강동구,한백도서,서울특별시교육청,108,서울강동송파,서울특별시강동송파교육지원청,강동송파,서울특별시강동송파교육지원청,37,S010000891,천호중학교,천호중학교,중학교,2022,교과서,27381,정보,데이터 분석과 인공지능,15000,155,2325000
씨마스,2026,고등학교,15,경상남도,경상남도교육청,경상남도 고성군,이문당,경상남도교육청,1514,고성,경상남도고성교육지원청,고성,경상남도고성교육지원청,4,S160000703,철성고,철성고등학교,고등일반,2015,교과서,13032,수학,경제 수학,9500,23,218500
씨마스,2026,고등학교,15,경상남도,경상남도교육청,경상남도 고성군,이문당,경상남도교육청,1514,고성,경상남도고성교육지원청,고성,경상남도고성교육지원청,4,S160000703,철성고,철성고등학교,고등일반,2015,교과서,17445,수학,인공지능 수학,9600,21,201600
씨마스,2026,고등학교,15,경상남도,경상남도교육청,경상남도 고성군,이문당,경상남도교육청,1514,고성,경상남도고성교육지원청,고성,경상남도고성교육지원청,4,S160000703,철성고,철성고등학교,고등일반,2022,교과서,48106,체육,체육 1,15000,97,1455000
씨마스,2026,고등학교,15,경상남도,경상남도교육청,경상남도 고성군,이문당,경상남도교육청,1514,고성,경상남도고성교육지원청,고성,경상남도고성교육지원청,4,S160000703,철성고,철성고등학교,고등일반,2022,교과서,48126,체육,체육 2,15000,97,1455000
씨마스,2026,고등학교,15,경상남도,경상남도교육청,경상남도 고성군,이문당,경상남도교육청,1514,고성,경상남도고성교육지원청,고성,경상남도고성교육지원청,4,S160000703,철성고,철성고등학교,고등일반,2022,교과서,48358,정보,정보,15500,97,1503500
씨마스,2026,고등학교,15,경상남도,경상남도교육청,경상남도 고성군,이문당,경상남도교육청,1514,고성,경상남도고성교육지원청,고성,경상남도고성교육지원청,4,S160000703,철성고,철성고등학교,고등일반,2022,교과서,48367,정보,인공지능 기초,18000,124,2232000
씨마스,2026,고등학교,15,경상남도,경상남도교육청,경상남도 고성군,이문당,경상남도교육청,1514,고성,경상남도고성교육지원청,고성,경상남도고성교육지원청,4,S160000703,철성고,철성고등학교,고등일반,2022,지도서,48367,정보,인공지능 기초,105000,1,105000
씨마스,2026,고등학교,15,경상남도,경상남도교육청,경상남도 고성군,이문당,경상남도교육청,1514,고성,경상남도고성교육지원청,고성,경상남도고성교육지원청,4,S160000703,철성고,철성고등학교,고등일반,2015,교과서,76201,교양,심리학,9700,42,407400
씨마스,2026,고등학교,15,경상남도,경상남도교육청,경상남도 고성군,이문당,경상남도교육청,1514,고성,경상남도고성교육지원청,고성,경상남도고성교육지원청,4,S160000703,철성고,철성고등학교,고등일반,2015,지도서,76201,교양,심리학,98000,2,196000
씨마스,2026,고등학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 태백시,영월)중앙서점,강원특별자치도교육청,917,태백,강원특별자치도태백교육지원청,태백,강원특별자치도태백교육지원청,2,S100000505,철암고,철암고등학교,고등일반,2015,교과서,13235,예술(미술),미술 창작,7500,12,90000
씨마스,2026,고등학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 태백시,영월)중앙서점,강원특별자치도교육청,917,태백,강원특별자치도태백교육지원청,태백,강원특별자치도태백교육지원청,2,S100000505,철암고,철암고등학교,고등일반,2022,교과서,48263,예술(미술),미술과 매체,14200,13,184600
씨마스,2026,고등학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 철원군,춘천도서,강원특별자치도교육청,911,철원,강원특별자치도철원교육지원청,철원,강원특별자치도철원교육지원청,4,S100000450,철원고,신철원고등학교,고등일반,2015,교과서,13032,수학,경제 수학,9500,16,152000
씨마스,2026,고등학교,8,경기도,경기도교육청,경기도 부천시 원미구,부천교육,경기도교육청,805,부천,경기도부천교육지원청,부천,경기도부천교육지원청,4,S090000533,도당고,도당고등학교,고등전문,2022,지도서,48926,정보·통신,프로그래밍(Python),105000,1,105000
씨마스,2026,고등학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 철원군,춘천도서,강원특별자치도교육청,911,철원,강원특별자치도철원교육지원청,철원,강원특별자치도철원교육지원청,4,S100000450,철원고,신철원고등학교,고등일반,2022,교과서,48233,예술(미술),미술 창작,15000,70,1050000
씨마스,2026,고등학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 철원군,춘천도서,강원특별자치도교육청,911,철원,강원특별자치도철원교육지원청,철원,강원특별자치도철원교육지원청,4,S100000450,철원고,신철원고등학교,고등일반,2022,지도서,48233,예술(미술),미술 창작,90000,1,90000
씨마스,2026,고등학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 철원군,춘천도서,강원특별자치도교육청,911,철원,강원특별자치도철원교육지원청,철원,강원특별자치도철원교육지원청,4,S100000450,철원고,신철원고등학교,고등일반,2022,교과서,48358,정보,정보,15500,70,1085000
씨마스,2026,고등학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 철원군,춘천도서,강원특별자치도교육청,911,철원,강원특별자치도철원교육지원청,철원,강원특별자치도철원교육지원청,4,S100000450,철원고,신철원고등학교,고등일반,2022,지도서,48358,정보,정보,105000,1,105000
씨마스,2026,고등학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 철원군,춘천도서,강원특별자치도교육청,911,철원,강원특별자치도철원교육지원청,철원,강원특별자치도철원교육지원청,4,S100000450,철원고,신철원고등학교,고등일반,2022,교과서,48367,정보,인공지능 기초,18000,70,1260000
씨마스,2026,고등학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 철원군,춘천도서,강원특별자치도교육청,911,철원,강원특별자치도철원교육지원청,철원,강원특별자치도철원교육지원청,5,S100000507,철원여고,철원여자고등학교,고등일반,2015,교과서,13165,체육,스포츠 생활,8000,74,592000
씨마스,2026,고등학교,9,강원특별자치도,강원특별자치도교육청,강원특별자치도 철원군,춘천도서,강원특별자치도교육청,911,철원,강원특별자치도철원교육지원청,철원,강원특별자치도철원교육지원청,5,S100000507,철원여고,철원여자고등학교,고등일반,2015,교과서,17436,정보,인공지능 기초,12100,14,169400
